id,nome
105909G-038,CORREIA O-RING DO TRACIONADOR DO RIBBON ZEBRA P330I / P310
100-4891-100,CABO FLEX MODULO LASER (FOR SE-1224HP) PSION TEKLOGIX O
VC5090-MAOTMQGH7WR,COLETOR COMPUTADOR VEICULAR ZEBRA VC5090 WIN. CE 5.0 PRO
59-IX301-001,CABECA DE IMPRESSAO ARGOX OS214 / OS-214 EX 13 PINOS 203 DPI
ROLO-DE-LA9CM,ROLO DE LA SINT ANTIRESP 9CM REF.1375..TIGRE 8416
OCULOS-PROTECAO-SB,OCULOS DE PROTECAO INDIVIDUAL INCOLOR SOBREPOR OCULOS DE GRAU
79803M,CABECA DE IMPRESSAO GENUINE ZEBRA ZM600 / Z6M 203 DPI
CYB-15951,CAMERA FLASH COM CABO FLEX HONEYWELL EDA51K
SYMBOL-FLEX-CABLE-15,CABO FLEX DO MODULO LASER 2D (SE4750) SYMBOL MC32N0
QW2100-BK,LEITOR DE DADOS DATALOGIC QW2100
SMARTZT410-203,CABECA DE IMPRESSAO (SMART) ZEBRA ZT410/ZT411-203 DPI
Z105S-8,IMPRESSORA TERMICA SEAL ZEBRA Z105S 203 DPI
SYMBBACK104,CARCACA TRASEIRA COMPLETA SYMBOL MC92N0 / MC9090 / MC9190 GUN
SYMBOL-TOUCH-42,TOUCH SCREEN PARA MOTOROLA SYMBOL VC70N0
MC3190 GUN WIN CE,COLETOR DE DADOS 2D IMAGER MOTOROLA MC3190 GUN WIN CE
CYB-14899,PLACA PRINCIPAL DATALOGIC JOYA TOUCH A6
BTRY-MC9X-26MA-01,BATERIA ZEBRA LION 2600MAH PARA COLETOR MC9090 /MC9190 /MC92N0
MC3190-GI4H24E0A,COLETOR DE DADOS 2D  MOTOROLA MC3190 GUN WIN MOBILE
PIDION-LCD-04,LCD COM TOUCH (ANDROID VERSAO) COM CARCACA FRONTAL BLUEBIRD BM180
SYMBOL-BACK-COVER-52,CARCACA TRASEIRA SYMBOL MC9060 BRICK
318-046-011,"BATERIA 5200MAH 18,9WH 4.30V INTERMEC CK3A1 /CK70 / CK71 / CK75 / CK3R"
MULTIMETRO-AGULHA,CABO DE PROVA PARA MULTIMETRO PONTA AGULHA 1000V
ZT23043-T0A00FZ,IMPRESSORA T…RMICA ZEBRA ZT230 - 300 DPI
CYB-13341,SYNC CHARGE ZEBRA MC3300 SERIES
E3250-WI,MODULO LASER DO COLETOR DE DADOS MOBYDATA M71
G46665M,SENSOR DE RIBBON Z110 XI3
TMP-TSR-G9PLAY,TAMPA TRASEIRA COM LENTE PARA MOTOROLA MOTO G9 PLAY
FITA-ANTIDERRAPANTE,FITA ANTIDERRAPANTE SAFETY-WALK 50MMX5MT 3M PRETA
CHAVETACA06KFC,"CHAVE TAC A06 KFC- 6X6X4,3 2T 180 PT"
DLC-FLEX-CABLE-30,CABO FLEX DO MODULO LASER (SE-950-I100R) SKORPIO X3
BA16020-1,ENGRENAGEM ZEBRA QL420 (64P-44T) ZEBRA
SM-T510,LCD COM TOUCH (10.1) PARA TABLET SAMGUNG GALAXY TAB A
P1024384-001,CHASSI DA IMPRESSORA ZEBRA QLN320
PC42TWE01323,"IMPRESSORA T…RMICA HONEYWELL PC42TW USB, SERIAL E ETHERNET"
HMC9000-LI(24)-B,BATERIA GTS 2600 MAH MOTOROLA MC9090 / MC9190 / MC92N0
A8001RSC00001,COLETOR DE DADOS CIPHERLAB CPT8001 - COM LEITOR LINEAR
CYB-14487,CARCACA FRONTAL PARA INTERMEC CK65
79856M,TAMPA FRONTAL INFERIOR ZEBRA ZM400
CYB-15811,PLACA PRINCIPAL SYMBOL MC32N0 BRICK WIN CE 7.0
LS1203-CR10001R,LEITOR DE DADOS 1D MOTOROLA LS1203 USB
MC3190-GI4H04EAA,COLETOR DE DADOS 2D IMAGER MOTOROLA MC3190 GUN WIN CE 6.0
ORGANIZADORPERSON,ORGANIZADOR DE MESA COM CAIXA ACUSTICA - PERSONALIZADA
P1105147-007,PLACA PRINCIPAL PARA IMPRESSORA ZEBRA ZT411
YHD-5600,LEITOR DE DADOS SEM FIO RECARREGAVEL LUOGAO YHD-5600
93004,ESTANTE GAVETEIRO C/60 GAVETAS N∫ 3 AZUL PRESTO
GK420D-AD,ADESIVO DO PAINEL DA IMPRESSORA ZEBRA GK420T
94ACC0128,BATERIA DO COLETOR DE DADOS DATALOGIC DL-AXIST
SYMBOL-ANTENNA-38,ANTENA WIFI MOTOROLA MC9090
DATALOGIC-BUTTON-02,BOTAO POWER DATALOGIC MEMOR X3
MC3090-RU0PPCG00WR,COLETOR DE DADOS MOTOROLA MC3090 BRICK
942600011,"COLETOR DE DADOS SKORPIO X4 , 38 TECLAS, ANDROID"
CK3B10M00E110,COLETOR DE DADOS INTERMEC CK3N1
INTER-HAND-STRAP-10,AL«A DE M√O INTERMEC CK75
P1031815-019,PLACA PRINCIPAL PARA IMPRESSORA ZEBRA GC420T
41-65752-02,CARCACA TRASEIRA MOTOROLA MC9060 GUN
TTP-244CE,IMPRESSORA TERMICA TSC TTP 244CE 203 DPI SER/USB/ETHERNET
CS-MC30SL,BATERIA PARA COLETOR MC3090 BRICK DE BAIXA CAPACIDADE (2600MAH)
94ACC0084,BATERIA DE ALTA CAPACIDADE DATALOGIC MEMOR X3 2300 MAH
MK4900-A30PZ0GWTWR,MICRO QUIOSQUE 2D ZEBRA MK4900
TOMADA-TRANSM,TOMADA TRANSM 2P+T 24076 RED PT 20A P.BRAS
INTER-BACK-COVER-40,CARCACA TRASEIRA B GRADE INTERMEC CK3R
CAPA-CANECTOR,CAPA PROTETORA DE BORRACHA PARA CONECTORES RJ45
SYM-BACK-COVER-92,CARCACA TRASEIRA MOTOROLA MC3090 GUN
CYB-12646,SENSOR DO PEELER (P1063043) ZEBRA ZQ520
MC32N0-GL2HAHEIA,COLETOR DE DADOS 2D MOTOROLA MC32N0 GUN ANDROID 28 TECLAS
A10AF004627B2339,PLACA DO TECLADO (QWERTY) 45 TECLAS SYMBOL MC65 / MC659B
800015-460,RIBBON MONOCROM¡TICO ZEBRA P310
CR0078-PC1F007WR,BERCO DE COMUNICACAO DO LEITOR MOTOROLA LI4278
SACOLA-PERSONALIZADA,SACOLA PERSONALIZADA COM LOGO ZHAZ
M-LS5700,MODULO LASER LS5700
P1031925-010,KLCD Display PCBA Zebra ZXP3
PSION-FLEX-CABLE-84,"CABO FLEX DO MODULO LASER SE4500 PSION TEKLOGIX OMNII XT15, 7545 XA"
HMC21-LI,BATERIA PADR√O 2400MAH - 3.7V SYMBOL MC2100/MC2180
94ACC0048-IMP,BATERIA STANDARD 5200MAH PARA COLETOR SKORPIO X3 IMP
CYB-15141,PLACA PCB (ANDROID VERSAO) BLUEBIRD BM180
PSION-MOTHERBOARD-36,PLACA PRINCIPAL PSION TEKLOGIX OMNII XT15F
CK75AA6MC00A6400,COLETOR DE DADOS INTERMEC CK75
247910,FIOS/CABOS VEICULAR
CYB-15996,CABO FLEX DO MODULO LASER SE1524-ER PIDION BIP-6000
28420-001,DRIVER DO MOTOR ZEBRA S4M
I12-00-48000007,IMPRESSORA T…RMICA DATAMAX I- CLASS 4212 E
G46198M,MOTOR DE TRA«√O 105SL PLUS 203 DPI
M0614001,IMPRESSORA TERMICA PATHFINDER 6140BT
942350033,COLETOR DE DADOS DATALAOGIC SKORPIO X3 - 50 TECLAS WINDOWS MOBILE 6.5
Z31-00000200BR00,IMPRESSORA T…RMICA ZEBRA DE CART√O ZXP3
MC9190-2D-WIN-MOB,COLETOR DE DADOS MOTOROLA MC9190 2D LONGA DISTANCIA WIN MOBILE
CYB-14328,MODULO LASER 2D (SE4750-HP) SYMBOL ZEBRA SYMBOL DS3678
14.06,"INSTALACAO E MONTAGEM DE APARELHOS, MAQUINAS E EQUIPAMENT"
50129589-001,BATERIA DE LITIO 3.8V 4000MAH PARA COLETOR HONEYWELL EDA50 / EDA51
P1050667-008,ROLETE DE BORRACHA (COM ENGRENAGEM) ZEBRA QLN420
HMC3X00-LI(S),BATERIA 3.7V 2740MAH GTS DE BAIXA CAPACIDADE MC3090 / MC3190 BRICK
CPUDESKTOP,CPU HP ELITEDESK 705 G3 WIN 10 PRO DESKTOP
103040,BATERIA 3.7V 1200MAH COM 2 FIOS PARA LEITOR ELGIN BR-220 BT
XT2235,LCD COM TOUCH COM ARO PARA CELULAR MOTOROLA MOTO G32
ATSAMA5D31A-CU,MICROCONTROLADOR GENUINO IC CHIP PACOTE BGA-324 (ATSAMA5D31A-CU)
G105910-053,CABECA DE IMPRESSAO ZEBRA TLP2844 / GC420T / ZD220 / ZD230
QL320-L,BATERIA 1900MAH 7.4V PARA IMPRESSORA QL220 / QL320 / QL320 PLUS
50-14001-004R.,FONTE DE ALIMENTACAO DO CARREGADOR MC9090 (15V-5A)
944250029,"COLETOR DE DADOS DATALOGIC MEMOR X3 2D, WIFI, 28 TECLAS WINDOWS CE 6.0"
ELETRODUTO-3000MM,"ELETRODUTO 1/2"" PZ LEVE 3000MM"
CHOCOLATEMORANGUETE,CHOCOLATE TABLETE 9 GR (MORANGUETE)
PAO-DE-QUEIJO,PAO DE QUEIJO KG
FRO2449,LCD COM TOUCH COM ARO PARA CELULAR SAMSUNG GALAXY A12
92.121.00033-9,IMPRESSORA DIEBOLD IM-433 - N√O FISCAL
SMARTS4M-203,CABECA DE IMPRESSAO (SMART) ZEBRA S4M / Z4M 203 DPI
SYMBOL-HAND-STRAP-03,ALCA DE MAO MOTOROLA MC3190 GUN / MC32N0 GUN / MC3190-Z RFID
GIE-ZT230,GUIA INFERIOR DE ETIQUETA ZEBRA ZT230
004.0763.2,MODULO LASER 1D GERTEC TC300
SYMBOL-SPEAKER32,ALTO-FALANTE SYMBOL MC2180
R42-00-18900U07,IMPRESSORA T…RMICA DATAMAX I-4208
HDWT720UZSVA,DISCO RIGIDO HD TOSHIBA SURVEILLANCE S300 2TB
PSION-LCD-18,LCD MONO COM TOUCH PSION TEKLOGIX WORKABOUT PRO 7525-M
75423,ARTICULA«√O AXIAL COM DH
DA17060-1,TAMPA FRONTAL 2 DA ETIQUETA RW420
CAPA-TC51,CAPA DE PROTECAO PARA COLETOR ZEBRA TC51
MC330L-GE4EG4RW,COLETOR ZEBRA MC33 2D LONGA DISTANCIA 47 TECLAS ANDROID 7.0
CO5330-BKK1,LEITOR FIXO DATALOGIC COBALTO CO5300 LASER USB
SYMBOL-FLEX-CABLE-09,CABO FLEX DO LASER (SE950) PARA MC3090 / MC3190 BRICK
BL-45F1F,BATERIA 2410MAH 3.85V PARA CELULAR LG K4 LITE
7.89846E+12,CABO USB PARA IMPRESSORAS TERMICAS
MW0030AAUNSP,ALTO FALANTE TRASEIRO MOTOROLA ES400
60-83676-02,CABO FLEX DO LCD (COLOR) MOTOROLA MC9090 GUN
CYB-15700,PLACA PCB  DE LED (2∫ VERS√O) DATALOGIC POWERSCAN PM9500
BEBEDOURO,BEBEDOURO DE AGUA 25 LITROS PARA EMPRESAS DE COLUNA INOX
CYB-16071,ADESIVO DO TECLADO DE 38 TECLAS SYMBOL MC3300 SERIES
GK42-1025A0-000,"IMPRESSORA T…RMICA  ZEBRA GK420T 203 DPI ETHERNET , USB , SERIAL"
CYB-15205,PLACA PCB (VERSAO WINDOWS) PARA COLETOR BLUEBIRD BM180
RT40-SR,COLETOR DE DADOS 2D UROVO RT40 CURTA DISTANCIA
NECESSAIRE-BRINDE,NECESSAIRE PERSONALIZADA
ZT23042-T0AC00FZ,IMPRESSORA T…RMICA ZEBRA ZT230 - 203 DPI USB E WIFI
DATA-KEYPAD-PCB-06,PLACA DO TECLADO DATALOGIC FALCON X3 (52 TECLAS) ALFANUMERICO
B-852-TS22-QQ-R,IMPRESSORA TERMICA TOSHIBA B-852
TSD_SB1_STD UI,PLACA PRINCIPAL ZEBRA MOTOROLA SB1 STANDARD (USO INDEVIDO)
SMART110XI3-203,CABECA DE IMPRESSAO (SMART) ZEBRA 110XI3-203 DPI
PORTA-CANETA,PORTA CANETA ACRIMET
MTBD-DI9010C,PLACA PRINCIPAL DO LEITOR DI9010C
TP43233,BORRACHA SILICONE
HONEYWELL-LCD-19,LCD COM TOUCH DOLPHIN 6100 (TD028TTEB5)
P1093-109,"BAR SENSOR FLEX CABLE (2ND VERSION, PT02-1271A) ZEBRA QLN320"
DATA-BACK-COVER-19,CARCACA TRASEIRA PARA COLETOR DATALOGIC FALCON X3/X4
0,MOTOR SCAN DE LEITURA DE DADOS SYMBOL MC9090-G - BASEADA EM TECNOLOGIA DE RECONHECIMENTO OPTICO DE C
MC9190-G30SWEYA6WR,COLETOR DE DADOS MC9190 GUN 2D WIN CE CURTA DISTANCIA
ZEBRA-ROLLER-07,ROLO DE PRESSAO DO PEEL OFF PARA IMPRESSORA QLN420 / ZQ630
5689458,TECLADO PAINEL VTS
SYMB-FLEX-CABLE-116,CABO FLEX DA PLACA PRINCIPAL PARA O TECLADO SYMBOL MC32N0
MOLA-CABECA-L42,MOLA DA CABECA DE IMPRESSAO PARA ELGIN L42 PRO
BT-000337-01,"BATERIA ZEBRA 3.6V, 6600MAH SYMBOL MC33"
MC330M-GI4HG2RW,COLETOR DE DADOS ZEBRA MC330M 47 TECLAS 2D ANDROID 8.1 WIFI/BLUETOOTH
RK18403-001,TAMPA SUPERIOR IMPRESSORA ZEBRA IMZ220
PROTHIDRO23,PELICULA PROTETORA HIDROGEL PARA COLETORES
CYB-14442,PLACA PRINCIPAL PARA COLETOR ZEBRA TC52/TC520K
TUBODIODO5MW,TUBO DE DIODO LASER ADL65052TL 650NM LUZ VERMELHA 5MW A-18 2.2V-2.4V
TP-BATERIA-JOYAA6,TAMPA DA BATERIA E DO GATILHO DATALOGIC JOYA TOUCH A6
94A151117,BERCO CARREGADOR DE 1 POSICAO DATALOGIC SKORPIO
SYMBOL-TOUCH-28,"TOUCH SCREEN PARA LEITOR SYMBOL MK500, MK590"
CABOREDECAT5E,CABO DE REDE CAT 5E 4PX24 305 METROS CONDUTTI
ETI-RES-RETANGULAR,ETIQUETA RESINADA POLIESTER BRANCO 3M IMPRESSAO E RECORTE (RETANGULAR)
MC9090-GF0HBEGA2WR,COLETOR DE DADOS MOTOROLA MC9090 GUN WIN CE / LASER LONGA DISTANCIA
GK420T-100110-000,IMPRESSORA T…RMICA ZEBRA GK420T
HONEYWELL-SCANNER-23,MODULO LASER (N4313-TTLM) LXE MX7 TECTON
BRRCH-KP-1018,BORRACHA DE PROTECAO PARA LEITOR DE DADOS KNUP KP-1018
TAMPAENCCRUVA,TAMPA ENC CURVA V EXT 90 100X050MM #26PZ
45189-6,CORREIA ZEBRA S600
Q1900A2-1,MODULO SEM FIO CINTERION Q1900A2-1 HSPA + PH8 T127052
SV0070,RECUPERACAO DE PLACA TABLET
0I806366,PLACA PRINCIPAL PARA TERMINAL DE CONSULTA GERTEC G2-S
409880,TECLADO PROGRAMAVEL GERTEC TEC-E 44 TECLAS USB V2
M32B0-010200-0E104,LEITOR DE DADOS DATALOGIC MAGELLAN 3200VSI 1D/2D - SERIAL
1.00195E+11,PLACA DE REDE INTERFACE (46PC95000260) ELGIN L42
5706,COLETOR DE DADOS COMPEX AQ7-X3B 2D/WIFI ANDROID 9
HONEY-FLEX-CABLE-09,CABO FLEX DO MODULO LASER ( IS4813 ) HONEYWELL DOLPHIN 6100
SYM-SCANNER-COVER-13,CAPA DO SCANNER DE ROTA«√O MOTOROLA MC3190 BRICK
SYMBOL-SWITCHES-17,INTERRUPTOR DO BOT√O LATERAL ZEBRA TC51 / TC56
01-071961-01,PLACA POWERBOARD PHASE III SYMBOL MC3090
1.29091E+11,CABECA DE IMPRESSAO ELGIN L42
HONEYWELL-6500-TRAVA,CONJUNTO TRAVA DA TAMPA DA BATERIA HONEYWELL DOLPHIN 65
M0614001,IMPRESSORA TERMICA PATHFINDER 6140BT
11-72959-04R,CAPA DE PROTE«√O DE SILICONE PARA COLETOR MOTOROLA MC3190/3090G
PRINTRONIX-T2N,IMPRESSORA TERMICA PRINTRONIX T2N - 203 DPI
ESPONJAPCT,ESPONJA DUPLA FACE NOBRE PCT C/10 UNIDADES
46SCAQM2130U,LEITOR QM 2130 LEITOR DE CODIGO DE BARRAS SEM FIO
P1024454-001,CARCACA TRASEIRA PARA ZEBRA QLN320
FRM-DCS,"FORMA DE PAPEL PARA DOCES - BRIGADEIRO, CUPCAKE"
LOUSA-VIDRO143X267,LOUSA DE VIDRO - PLOTAGEM PERSONALIZADA DUPLA (UM LADO LOUSA/LOGO)
TC210K-01A222-A6,COLETOR DE DADOS ZEBRA TC21 2D QR CODE IMAGER ANDROID 13
105934-004,SENSOR BOT√O FEED ZEBRA GK/GX 420T
455449-001A,LCD COM TOUCH SCREEN (LH350Q31-FD01) DOLPHIN 6500
ESD6050,PINCA ESD INOX COM REVESTIMENTO DISSIPATIVO T10
51-2357-00,FONTE DATAMAX M-CLASS ALLEGRO FLEX 4206
P1051831,SENSOR DO GAP FLEX (PT02-1438A) FOR ZEBRA QLN320
INTERMEC-SPEAKER-21,ALTO FALANTE INTERMEC CK3X
60-67856-01,PLACA PRINCIPAL MONO WINDOWS CE 5.0 MOTOROLA MC9090
207221-001,ENGRENAGEM DO ROLETE ZEBRA GK420T
INTERMEC-SCANNER-07,MODULO LASER (EX25 VERSION A) INTERMEC CK71 / CK3A1 / CK3X
INTERMEC-LCD-04,LCD COM TOUCH SCREEN INTERMEC CK3A1 / CN3 / CN3E / CN4 / CN4E
LIXA-MASSA120,LIXA DE MASSA 120 NORTON 5711
98-0330012-10LF,SENSOR DE ETIQUETAS GAP IMPRESSORA TERMICA TSC TTP-245C
PRINTRONIX-T2N,IMPRESSORA TERMICA PRINTRONIX T2N - 203 DPI
R1820-2D,LEITOR DADOS ANEL VESTÕVEL BLUETOOTH 2D YANZEO R1820 - 2D
50020,IMPRESSORA T…RMICA DE CART√O FARGO DTC1250E SINGLE
SYMBOL-LCD24,LCD (MONO) PARA MOTOROLA SYMBOL MC1000
GA02099-US,SMARTPHONE GOOGLE PIXEL 4A 5G
PASSAGEMAEREA,PASSAGEM AEREA
"ETIQUETA1,5X2,5CM","ETIQUETA ADESIVA LOGO ZHAZ 1,5X2,5 CM (2000 UN)"
GVT-G20,GAVETA DO CHIP PARA CELULAR MOTOROLA MOTO G20
SYMBOL-HANDSTRAP-04,ALCA DE MAO MOTOROLA MC3090 GUN
P451G3I64DFE0C,COLETOR DE DADOS PM451 LONG RANGE (EX30) ANDROID 9
CYB-13980,LCD DO LEITOR DATALOGIC POWERSCAN PM9100 / PM9300 / PM9500 / PM9501
CYB-15014,CABO FLEX DO BAR SENSOR DA IMPRESSORA ZQ630
400871-002,SENSOR DE ETIQUETA ZEBRA LP2844
QN4-AUNALM00-00,IMPRESSORA TERMICA  PORTATIL ZEBRA QLN420 BT E WIFI
SYMBOL-STYLUS-SET12,CANETA STYLUS MOTOROLA MC65 / MC659B / MC55
50125626-001FRE,GUIA DO ROLO DE ETIQUETAS HONEYWELL PM42
SB1B-SE11A0WW,COLETOR DE DADOS MOTOROLA SB1
MC330M-GI4HA2RW,COLETOR ZEBRA MC330M GUN BLUETOOTH 2D (SE475) 47 TECLAS ANDROID
SMART110XI4-300,CABECA DE IMPRESSAO (SMART) ZEBRA 110XI4-300 DPI / ZE500-6
SAC51-4SCHG1-01,CARREGADOR DE BATERIA DE 4 POSI«’ES ZEBRA TC51 / TC56
CYB-15057,BOT√O LIGA/DESLIGA DATALOGIC SKORPIO X3 / X4
GVT-SIM-A11,GAVETA DE CHIP PARA CELULAR SAMSUNG GALAXY A11
INTERMEC-KEYPAD-COVE,ADESIVO DO TECLADO 55 TECLAS DO INTERMEC CN70
CARCACA-SUP-DI9010C,CARCACA SUPERIOR DO GATILHO DO LEITOR DI9010C
LMP-AR-VCLR,LIMPA AR CONDICIONADO VEICULAR
SYMBOL-FLEX-CABLE-65,"FLEX KEY PARA TECLADO, CARTAO SD E BATERIA SYMBOL MC9090/MC9190/MC92N0"
CYB-14824,CABO FLEX DO SENSOR GAP (P1091727) PARA IMPRESSORA ZQ521
MTBD-TM-T20X,PLACA PRINCIPAL PARA IMPRESSORA EPSON TM-T20X
SAC45XX-4000CR,CARREGADOR DE BATERIA DE 4 POSICOES ZEBRA MC40N0
21-62606-01,BATERIA INTERNA LEITORES SYMBOL LS3578 / LS3478 / DS3478/ DS3578
INTERMEC-KEYPAD-37,MEMBRANA DO TECLADO (52 TECLAS) INTERMEC CK3X / CK3R
CYB-13367,ADESIVO DO TECLADO 47 TECLAS DO COLETOR ZEBRA MC33
BTRY-MC21EAB0E,BATERIA PADRAO 2400MAH - 3.7V SYMBOL MC2100/MC2180
1110137-001,GRADE DO LCD PARA COLETOR PSION 7545
TECLADO,TECLADO PARA COMPUTADOR
MLB-1351844314,SUPORTE DE ETIQUETA PARA IMPRESSORA ARGOX OS214-TT
ZR-29656,CABO FLEX DO LCD PARA CELULAR MOTOROLA MOTO G8 PLAY
D6100-BACKUP-BATTERY,BATERIA INTERNA BACKUP DOLPHIN 6100
SYMBOL-MTBD-1,PLACA PRINCIPAL 1D SE-960 (TFT2P0855-E) SYMBOL MC2180 CE 6.0 CORE
LS4208-SR21001ZZR,LEITOR DE DADOS MOTOROLA LS4208
SWITCH-RACK-24P,SWITCH RACK 24P GIGABIT
DS8178-SR7U2100PFW,LEITOR DE DADOS ZEBRA DS8178 2D
CYB-13154,ALTO FALANTE ZEBRA TC51 / TC56
HMT425S6AFR6C-PB,MEMORIA PARA THINK CLIENT DX0D
564417,IMPRESSORA T…RMICA SWEDA SI-300S
P1068458-101,PLACA DO LCD PCB (P1068458-101) ZEBRA ZQ520
SYMBOL-FLEX-CABLE136,CABO FLEX DO MODULO LASER (SE824) MOTOROLA MC9060
91ACC0048,FONTE DE ALIMENTACAO DATALOGIC MEMOR1/JOYA TOUCH/SKORPIO X5 (12V-6A)
SAC9000-4000R,CARREGADOR DE BATERIA 4 POSICOES MOTOROLA MC9090/9190/92N0
P1031925-023,CORREIA O-RING RIBBON PARA ZEBRA ZXP 1/3 SERIES
AUT100195001500,SENSOR DO RIBBON PARA IMPRESSORA ELGIN L42 PRO
50119950-001FRE,PLACA PRINCIPAL LEITOR HONEYWELL 1250G
KITDOROLOS4M,KIT COMPLEMENTO GUIA DO ROLO DE ETIQUETA S4M/ZT230
TINTA-PISO,TINTA PISO E CIMENTADO CINZA 1/1 SUVINIL 3210 3.6L
PROTHIDROGEDA51,SCREEN PROTECTOR DE HIDROGEL PARA COLETOR EDA51
60-84095-01,PLACA PRINCIPAL LEITOR MOTOROLA LS4278
FE27360,ACIONADOR COM MICRO USB CONECTOR DATALOGIC SKORPIO X3 / X4
CS-MC90BL,BATERIA DE ALTA CAPACIDADE 2200MAH CAMERON SINO MC9090/MC9190/MC92N0
GRY-FONT-01,FONTE DE ALIMENTACAO 12V - 5A HIPRO (SIMILAR)
CB-BNC-MC,CABO BNC MACHO
G01-011795,CARCACA TRASEIRA PARA COLETOR DE DADOS PM451
SMARTZM400-203,CABECA DE IMPRESSAO (SMART) ZEBRA ZM400-203 DPI
CYB-13422,CAMERA INTERNA FRONTAL HONEYWELL EDA50K / EDA50 / EDA51K
CYB-15169,LCD (2™ VERSAO) PARA COLETOR TC8000 / TC80N0
MC3090-GU0PPCG00WR,COLETOR DE DADOS MOTOROLA MC3090 GUN
MTBD-IP12,PLACA PRINCIPAL (COM FACE ID) PARA CELULAR IPHONE 12 256GB
RT40-SR,COLETOR DE DADOS 2D UROVO RT40 CURTA DISTANCIA
004.0748.9,TERMINAL DE CONSULTA GERTEC TC505
21-76594-62,"PLACA PRINCIPAL MC9090 GUN WIN MOBILE 6.1, SE1224 ALTA RESOLUCAO"
HONEYWELL-LCD-1,LCD HONEYWELL LXE MX7 S/ TOUCH SCREEN
SMART110XI4-300,CABECA DE IMPRESSAO (SMART) ZEBRA 110XI4-300 DPI / ZE500-6
CK3B20D00E100,COLETOR DE DADOS INTERMEC CK3A1
SYMBOL-CONNECTOR-58,CONECTOR DA BASE MOTOROLA SYMBOL DS3578
MT-4002,SUPORTE PROTETOR PARA CONTROLE DE ACESSO FACIAL - SS3540 META NOBRE
WT205-001,CABECA DE IMPRESSAO SATO WS408 TT 203 DPI
PARALELO-CABLE-USB01,CABO DE COMUNICACAO PARALELA / USB IMPRESSORAS
P1094879-053,PAINEL COMPLETO COM LCD PARA IMPRESSORA ZEBRA ZC100 / ZC300
MOLDURA,MOLDURA PARA QUADRO PADRAO A4 30X21CM
R46-00-10000007,IMPRESSORA T…RMICA DATAMAX I-4604
PACOQUINHAMINI,PA«OQUITA SANTA HELENA MINI 210G
P1123335-005,PAINEL DE CONTROLE PARA IMPRESSORA ZEBRA ZT231
77396,CORREIA 144T ZEBRA  Z4M/Z6M 203 DPI
SILICAGEL-1G,SILICA GEL SAQUINHO 1G INDIVIDUAL ANTI EMBACANTE
EWP3200TPWR,LEITOR DE C”DIGO DE BARRAS EWP320C
102215G-002,CUTTER DA IMPRESSORA GC420T
S-MOTHERBOARD-97,PLACA PRINCIPAL + MODULO LASER MOTOROLA LS2208
82-158057-01,BATERIA 3.7V 910MAH 3.4WH MOTOROLA SB1
COLA EP”XI,COLA ADESIVO EPOXI ARALDITE
ABRACADEIRA-T18L,ABRACADEIRA INSULOK T 18L PACOTE C/ 100 UN
DS457-SREU20004,LEITOR DE DADOS MOTOROLA DS457 SR MINISCAN
ER-TFT032-31,"LCD TFT 3,2 COLORIDO 240X320PX GERTEC TC506-S (004.101.95)"
QD2430- CARCA«A-INF,CARCACA INFERIOR DATALOGIC QD2430
PCB-LS4278-BASE,PLACA PRINCIPAL DA BASE SYMBOL LS4278 / DS6878 / LI4278
GELADEIRA,GELADEIRA COM FREEZER
PREGO-PARAFUSO,KIT PREGO/PARAFUSO
23-82424-004,CABECA DE IMPRESSAO ARGOX OS214 PLUS
SACO-ADESIV-15X25CM,SACO PL¡STICO CRISTAL TRANSPARENTE 15X25 - 100 UNIDADES
99-IX402-000,IMPRESSORA T…RMICA ARGOX IX4-250
SYMBOL-KEYPAD-COVER-,ADESIVO DO TECLADO (HALF SIZE) SYMBOL VC5090
ALC-OMB-6140-POL,ALCA DE OMBRO PARA IMPRESSORA PATHFINDER 6140 (130605) FECHO PLASTICO
48064,REBOBINADOR DE RIBBON ZEBRA 110XI4 / 105SL
TLP-GC-SPRING-01,PINO COM MOLA DO SUPORTE DO RIBBON ZEBRA TLP2844 / GC420T
X001800-1,IMPRESSORA T…RMICA DE CART√O FARGO DTC1000
SYMBOL-SCANNER-12,MODULO LASER (SE950) MOTOROLA MC3090/MC3190/MC9090/SKORPIO X3/MK500
98-0240067-10LF,CABECA DE IMPRESSAO PARA IMPRESSORA TERMICA TSC TTP-2410MT 203 DPI
P1063406-019,KIT DE ENGRENAGEM DO MOTOR ZEBRA ZQ520
G01-011566-00,MODULO LASER N6703SR POINT MOBILE PM90 / PM451
TEAR-OFF-214,CHAPA TEAR-OFF ARGOX OS214 PLUS
SYMBOL-CONNECTOR-24,CONECTOR SYNC MOTOROLA MC3190 / MC3090
PCL-MDL-LB-W200BK,PLACA DO MODULO LASER PARA LEITOR C3 TECH LB-W200BK
MK3900-AU0PZ0GWTWR,LEITOR DE DADOS ZEBRA MK3900
SMART-CH50,IMPRESSORA DE CART√O SMART CH 50
LS2208-SR20007R,LEITOR DE DADOS SYMBOL LS2208 - COR: PRETA
DPO16-2551-01,TAMPA DO ROLO DE MIDIA DATAMAX I-CLASS 4208
24995,FONTE DE PAREDE COM ENTRADA USB BLUEBIRD PADRAO AMERICANO EF400/EF401
CT488,CORREIA COMANDO VALVULA
XT2128,LCD COM TOUCH COM ARO PARA CELULAR MOTOROLA MOTO G20
17.12,ADMNISTRACAO EM GERAL
